#,UI Name,Description
137,Virtualized Grid,Renders only visible rows/columns to keep huge data sets buttery smooth.
138,Filter Chip Row,Row of removable chips indicating active table filters.
139,Alphabetical Contact List,Groups list items under sticky A‑Z headings for easy scanning.
140,Document List with File Icons,"Shows file‑type icons, names, sizes, and “Download” links in a neat list."
141,Notification Feed,Timestamped list of events with icons and read/unread styling.
142,Step Checklist List,Checklist list items each have a tick box to mark task completion.
143,Activity Timeline Card,Compact card summarizing latest actions with vertical timeline dots.
144,Drag‑and‑Drop Kanban Board,"Standard lanes where cards move between To Do, Doing, Done."
145,Tag List Cloud,Alphabetized tags of varying sizes showing popularity.
146,Waterfall Chart Block,Bars cascade up and down to show cumulative gains and losses.
147,Bullet Chart Widget,Single horizontal bar with marker showing actual vs. goal.
148,Tree Map Tile,Nested rectangles sized by value—great for budgets or file sizes.
149,Heatmap Grid,"Color‑coded squares representing data intensity (e.g., GitHub commit chart)."
150,Glassmorphism Card,"A translucent, frosted‑glass card that lets background colors softly bleed through for a modern look."
151,Frosted Glass Hero,Full‑width hero with a blurred glass overlay panel floating above a vivid background image.
152,Video Hero with Form Overlay,Autoplay video background topped by a brief signup form so visitors can act immediately.
153,Floating CTA Card,A small call‑to‑action card that hovers above the page corner as users scroll.
154,Sticky Sidebar Stats Panel,KPI tiles remain fixed on the side while the main article scrolls.
155,Resizable Column Table,Lets users drag column borders to widen or narrow data fields.
156,Column Reorder Table,Users can drag a header to rearrange table columns on the fly.
157,Histogram Chart Block,Vertical bars grouped into bins to show data distribution.
158,Box‑and‑Whisker Chart,"Visualizes quartiles, medians, and outliers for statistical insight."
159,Funnel Chart Widget,Tapered layers illustrating conversion drop‑offs through a process.
160,Sankey Flow Diagram,Ribbon flows showing how quantities split and merge between stages.
161,Polar Area Chart,Circular chart with equal‑angle spokes where slice radius encodes value.
162,Bubble Scatter Plot,Scatter plot that sizes each dot by a third data dimension.
163,Scatter Matrix Panel,Grid of mini scatter plots comparing every variable pair in a dataset.
164,Violin Plot Chart,Symmetrical density plot highlighting data distribution around medians.
165,360° Panorama Viewer,Drag‑to‑look experience for immersive panoramic photos.
166,Image Gallery with Tag Filters,Tag buttons above the gallery instantly filter visible images.
167,Lightbox Gallery with Thumbnails,Enlarged image view plus a strip of clickable thumbnails beneath.
168,Video Mosaic Grid,Equal‑sized video thumbnails arranged in a responsive grid.
169,Live Stream Embed with Chat,"Video stream on the left, real‑time chat feed docked on the right."
170,Audio Playlist Queue,List of episodes or tracks beneath a mini audio player.
171,Map Heat Overlay,Color gradients overlay a map to signal density or intensity.
172,Density Dot Map,Thousands of tiny dots placed on a map to represent dispersed data points.
173,3D Globe Data Points,Interactive spinning globe with raised spikes marking values.
174,Geo Bubble Map,Proportional circles plotted on regions to compare magnitudes.
175,Lottie Animation Placeholder,Lightweight looping vector animation shown while heavy content loads.
176,Chart Skeleton Placeholder,Greyed‑out axes and bars hint at an incoming chart.
177,Table Skeleton Rows,Faded table lines that pulse until data arrives.
178,Skeleton Form Section,Placeholder input boxes and buttons mimicking a pending form.
179,KPI Tile with Delta Badge,Stat number plus a tiny green ↑ or red ↓ badge indicating change.
180,KPI Tile with Mini Progress Ring,Metric displayed inside a small circular progress indicator.
181,Balanced Scorecard Panel,"Four linked KPI boxes—Financial, Customer, Internal, Learning—shown in one block."
182,Multi‑KPI Progress Row,Inline row of three to five mini progress bars tracking parallel goals.
183,Traffic Light Status Card,"Red, amber, or green indicator light signals current system status."
184,Gradient Underline Heading,Large heading whose underline fades seamlessly across two colors.
185,Decorative Dotted Underline Heading,Subtle dotted line under the title for a magazine‑style accent.
186,Pattern‑Fill Drop Cap,First letter of a paragraph filled with a geometric pattern.
187,Gradient Text Block,Line of copy whose letters gradually shift through a color spectrum.
188,Sticky Progress Step Bar,"Narrow bar fixed to top, marking each page section as completed while scrolling."
189,Horizontal Step Dots Tracker,Evenly spaced dots with labels that light up as users advance.
190,Wizard Progress Header,Breadcrumb‑style header naming steps 1‑2‑3 in a multi‑page flow.
191,Collapsible Card Accordion Stack,Vertically stacked cards that expand to reveal more content.
192,Card Deck with Snap Scroll,Horizontally scrolling cards that snap cleanly into place.
193,Hover Gradient Shift Card,Card background smoothly shifts colors when hovered.
194,Tilt Parallax Image Block,"Image subtly tilts based on cursor position, adding depth."
195,Multi‑Layer Parallax Section,Three or more background layers move at different speeds during scroll.
196,Card with Bottom CTA Bar,Persistent button strip locked to the card’s bottom edge.
197,Horizontal Media Card,Landscape card placing thumbnail on the left and text on the right.
198,Card with Top Banner,Thin colored ribbon across the card’s top—ideal for “New” or “Sale.”
199,Overlay Gradient Card Image,Dark gradient overlay on image ensures overlaid text remains legible.
201,Vertical Split Content Block,"Section split 50/50 vertically—text on one side, media on the other."
202,Background Video Section,Looping muted clip behind regular content to add subtle motion.
203,Autoplay Video Tile,"Small video that auto‑plays on hover, pausing when the cursor leaves."
204,Carousel with Indicator Dots,Slides auto‑advance while dots show current position.
205,Carousel with Thumbnail Nav,Replaces dots with tiny slide thumbnails for easier navigation.
206,Infinite Scroll Masonry Grid,Adds new masonry items automatically as users near the page bottom.
207,Scroll‑Activated Counter,Counter animates from 0 to its value once it scrolls into view.
208,Rolling Number Animation,Each digit scrolls upward like an odometer to reach its target.
209,Typewriter Headline Effect,"Headline letters appear one at a time, mimicking typing."
210,Neon Glow Text Block,Electric glow around text—great for nightlife or cyber themes.
211,Glitch Text Hero,Slight RGB shift and flicker give the headline a “glitch” effect.
212,Animated Gradient Background Section,"Slow, looping gradient animation behind the content."
213,SVG Animated Divider,Moving wave or zig‑zag SVG separating two page sections.
214,Wave Animation Background,Subtle looping wave pattern behind hero or footer areas.
215,Particle Canvas Background,Interactive particle dots that drift and connect on hover.
216,Sticky Note Card,Card styled like a sticky note with a folded corner.
217,Flip Clock Countdown,"Retro‑style flip tiles counting down days, hours, minutes, seconds."
218,Rotating Cube Loader,3‑D cube spins in place while data loads.
219,Segmented Ring Progress,Progress ring divided into equal colored segments marking milestones.
220,Vertical Timeline with Icons,Events aligned vertically with icon circles and connecting line.
221,Roadmap Breadcrumb Bar,Horizontal bar showing current milestone plus past and upcoming ones.
222,Testimonial Carousel with Avatars,"Customer quotes cycle automatically, each paired with a face."
223,Emotion Gauge Chart,Half‑circle gauge with emojis labeling “Sad ↔ Happy” scale.
224,Water Ripple Hero,Hero background simulates gentle water ripples for calming effect.
225,Glassy Modal Overlay,"Frosted, semi‑transparent modal window that floats above dimmed content."
226,Scrolling Story Hero,"Hero that expands into a full‑screen narrative as the user scrolls, gradually revealing new text layers."
227,Diagonal Split Feature,"Cuts the section background diagonally, placing text on one color and image on another for bold contrast."
228,Full‑Bleed Image With Pull‑Quote,"A wide image where a large quote overlays the center, perfect for editorial storytelling."
229,Three‑Step CTA Strip,Horizontally lists “Step 1 → 2 → 3” with icons and a final action button to guide conversions.
230,Comparison Matrix (10×3),"Large grid comparing up to ten features across three plans with ticks, crosses, and tooltips."
231,Sticky Comparison Column,Keeps one key plan column fixed while the rest of the pricing table scrolls horizontally.
232,Layered Gradient Card,Card with two offset gradient layers that create a trendy depth effect.
233,Bookmarkable Content Card,Includes a corner bookmark icon that toggles saved state without page reload.
234,Interactive Stats Flip Tile,"On hover, the big metric flips to reveal a contextual fact or trend explanation."
235,Countdown Timer Block,"Digital clock tiles counting down days, hours, minutes, and seconds until a launch."
236,Circular Progress Dial,"Looks like a speedometer, filling clockwise with a needle pointing to the value."
237,Stacked Bar Chart,"Horizontal or vertical bars showing segmented data, with legend beneath."
238,Mini Area Chart,Soft‑filled sparkline that emphasizes trends over precise numbers.
239,Radar (Spider) Chart Card,"Multi‑axis chart comparing attributes (e.g., speed, cost, quality) in a single polygon."
240,Dual‑Axis Bar & Line Chart,Combines bars and a line on two axes in the same frame for richer insight.
241,Linked KPI Chip + Sparkline,"Tiny pill with stat that, when clicked, expands into a larger chart modal."
242,Scrollable Media Strip,Horizontal scroll of square media thumbnails with snap‑to‑scroll momentum.
243,Panorama Image Scroll,Wide panoramic image that scrolls horizontally inside a fixed‑height frame.
244,360‑Degree Product Viewer,Users drag left/right on the image to spin the product for full inspection.
245,Sound Wave Audio Embed,Visual waveform player with progress scrubber for podcasts or music clips.
246,Responsive Iframe Wrapper,"Maintains 16:9 or 4:3 aspect ratio for any embedded content (maps, videos)."
247,Media Lightbox With Info Panel,"Lightbox that opens an image/video alongside title, description, and actions."
248,Masonry “Pinterest” Board,Board‑style layout where cards of varying height fit tightly without gaps.
249,Shimmer Loading Card,Animated gradient shimmer placeholder mimicking content shape during load.
250,Empty State Illustration Block,Displays friendly SVG art plus message and CTA when there’s no data yet.
251,Locked Content Overlay,Blurs section and shows padlock icon with a prompt to sign up or upgrade.
252,Inline Spoiler Toggle,Hides text behind a gray blur that clears when the user clicks “Reveal.”
253,Hover Reveal List Item,List item shows summary; hovering reveals hidden details or actions.
254,Accordion with Icon Indicators,Each panel header rotates a chevron and switches iconography when expanded.
255,Tab Strip With Badge Counters,"Tabs show small notification badges (e.g., “3”) to indicate unread items."
256,Flip‑Out Panel,"Content block that swings out from one edge on hover, exposing hidden info."
257,Tree Table (Expandable Rows),Data table where rows can expand into sub‑rows—great for hierarchies.
258,Sticky Column Table,Keeps the first column visible while the rest scrolls horizontally.
259,Virtualized Data Grid,"Renders only visible rows for massive datasets, ensuring smooth scrolling."
260,Inbox Conversation List,"Two‑line list items with avatar, subject, preview text, and timestamp."
261,Activity Feed Timeline,Vertical list of user actions with icons and relative time (“2 h ago”).
262,Kanban Board Columns,"Drag‑and‑drop cards across “To Do, Doing, Done” lane layout."
263,Swim‑Lane Roadmap,Horizontal timeline divided into swim‑lanes for teams or features.
264,Journey Map,Combined timeline and sentiment graph illustrating customer emotions over steps.
265,Gantt Strip,Simplified bar‑line showing project phases over a time axis.
266,Status History Log,"Table of status changes with labels, user, and timestamp."
267,Drop‑Cap Paragraph Block,Large decorative first letter that drops into the paragraph for editorial flair.
268,Lead Paragraph Style,"Slightly larger, lighter line‑height paragraph that acts as intro before body copy."
269,Reading‑Width Column,Constrains text to ~65 characters per line for comfortable reading.
270,Curved Section Divider,Uses a large SVG arc between sections for organic flow.
271,Diagonal Section Divider,Creates angular separation between blocks with contrasting background colors.
272,Wavy SVG Footer Edge,Decorative wave at the bottom of a content section.
273,Confetti Burst Graphic,Animated confetti emitted when a user reaches a milestone section.
274,Corner Peel Badge,Small folded‑corner graphic on a card indicating “Beta” or discounts.
275,Curved Badge,"Pill‑shaped badge with subtle arc, used for statuses like “Live”."
276,Gradient Border Card,Card framed by a thin multi‑color gradient line for visual pop.
277,Elevation Shadow Card,"Card gains larger shadow on hover, implying press‑able interaction."
278,Avatar With Status Dot,User image overlaid by a small green/yellow/red dot for online status.
279,Avatar Hexagon,Alternative avatar shape (hexagon) for gaming or creative sites.
280,Group Avatar Ring,Multiple avatars inside a single ring to represent a team.
281,Blockquote With Accent Bar,Adds a thick colored bar to the left of the quote for emphasis.
282,Highlight Marker Text,Inline span that mimics a neon marker stroke behind important words.
283,Code Inline Highlight,Monospaced inline code element with subtle background tint.
284,Syntax Highlight Code Block (Dark),Preformatted code on dark theme for developer‑centric content.
285,Collapsible Code Example,Shows runnable code sample with a hide/show toggle for readability.
286,Inline Equation Renderer,Renders LaTeX or MathML expressions as crisp math in articles.
287,Statistic Tile With Icon Background,"Large stat number sits over a faint, oversized icon watermark."
288,Mini KPI Row,Displays 3‑5 tiny metric cards in a single horizontal row.
289,Gradient Progress Bar,Fills with a multi‑color gradient rather than solid color to denote progress.
290,Segmented Progress Tracker,Shows each task segment separately filled to track multi‑step completion.
291,Story Card With Chapter Indicator,Card displays chapter number atop title and summary.
292,Post Series Navigation,"Horizontal list of numbered episode links, highlighting the current one."
293,Table of Figures,Lists figure captions and links within long‑form documentation.
294,Interactive Glossary Term,Underlines a word; hovering shows definition tooltip.
295,Inline Footnote Popover,Superscript number opens a small popover with citation text.
296,Search Highlight Snippet,Emphasizes matching keywords in paragraphs when user performs on‑page search.
297,Article Progress Side Rail,Vertical bar on the side filling as reader scrolls through headings.
298,Floating Share Widget,Share icons that stick to the left edge of viewport while reading.
300,Sticky CT‑A Ribbon,Slender “Try it free” ribbon that sticks to bottom once user scrolls past hero.
301,Exit‑Intent Promo Modal,Detects cursor leaving top of viewport and slides in a last‑chance offer section.
302,Copy‑to‑Clipboard Code Snippet,Code block with a tiny “Copy” button that copies its contents in one click.
303,Nested Tabs (Tabs inside Tab),Second‑level tab set appears inside the active main tab for deep categorization.
304,Collapsible Article Outline,Sidebar listing all headings that can collapse sub‑sections for navigation.
305,Inline Quiz Question,Multiple‑choice question box embedded mid‑article with instant feedback.
306,Content Rating Stars Widget,Lets readers rate an article 1–5 stars and shows average score.
307,Slide‑Over Details Panel,Narrow panel slides in from the right revealing extra info without leaving the page.
308,Drill‑Down Breadcrumb Card,Breadcrumb path appears at top of card and updates as users navigate nested items.
309,Corner Stamp Label,Small rotated label (“Best Value”) stamped on the card’s corner.
310,Animated Underline Link,"Underline slides in from left on hover, adding subtle flair to links."
311,Gradient Heading Text,Large heading letters filled with a linear gradient for modern look.
312,Curved Arrow Connector,SVG arrow curving between two blocks to illustrate flow.
313,Stepper with Icons,"Vertical list of numbered circles connected by a line, each containing an icon."
314,Sticky Section Anchor Icon,Small chain‑link icon appears beside headings when scrolled into view for copy‑link.
315,Drop‑Shadow Section,Adds subtle shadow around an entire page section to create floating effect.
316,One‑Pager Story Section,"Single screen composed of headline, supporting copy, and scroll hint arrow."
317,Timeline Cards Horizontal Scroll,Roadmap cards arranged horizontally with snap scrolling.
318,Gantt Strip Overlay,Transparent bars placed over calendar background for project scheduling.
319,Swim‑Lane Release Roadmap,Multi‑row timeline dividing tasks by team or theme across months.
320,Journey Sentiment Graph,Line graph overlay on timeline showing user satisfaction at each step.
321,Status Change History Table,Tabular log of status transitions with colored labels and timestamps.
322,Inline Callout Success,Green left‑border box highlighting success tips inside documentation.
323,Inline Warning Callout,Yellow bordered block warning about common pitfalls.
324,Inline Danger Callout,Red bordered block cautioning about critical issues.
325,Drop‑Cap with Background Circle,First letter appears inside a colored circle overlapping paragraph text.
326,Lead‑In Eyebrow Label,Tiny uppercase label above the section headline giving category context.
327,Reading‑Time Badge,Shows “5‑min read” next to article title to set expectations.
328,Author Signature Block,Stylized cursive signature image concluding a personal blog post.
329,Figure Caption Overlay,Semi‑transparent caption bar across bottom of an image.
330,Sidebar Pull Quote,Large quote floated right in wide articles to break up long text.
331,Interactive Glossary List,"Click a term to expand its definition in place, closing any others open."
332,Inline Footnote Superscript,Small number opens a tooltip with citation text on hover.
333,Search Keyword Highlight,Automatically colors matched search terms within the article body.
334,Table of Figures Panel,Sidebar list linking to each figure in long technical documents.
335,Floating Social Share Column,Column of share icons sticking to viewport edge while scrolling.
336,Sticky Progress Rail,Slim vertical bar on the right filling as reader scrolls.
337,Animated Confetti Burst,Small confetti animation triggered when users reach the end of content.
338,Exit‑Intent Discount Modal,"Pops a promo when cursor moves toward browser bar, reducing abandonment."
339,Slide‑Up Newsletter Panel,"Appears at the page bottom after user scrolls halfway, asking to subscribe."
340,Inline Emoji Reaction Bar,"Lets readers tap emoji faces to react to content (👍, ❤️, 😂)."
341,Reading Mode Toggle,Switch between light and dark reading modes in one click.
342,Font‑Size Resizer Buttons,Small A‑/A+ buttons to adjust article text size on the fly.
343,Cookie Consent Banner,Low profile bar explaining cookie usage with “Accept” button.
344,Privacy Preferences Center,"Modal letting users toggle analytics, marketing, and personalization cookies."
345,Announcement Toast,Small pop‑up at bottom left that auto‑dismisses after a few seconds.
346,Sticky Donate Button,"Circular donate icon sticking to page corner, opening a small payment form."
347,Floating Table of Contents Bubble,Small movable bubble showing current section name as user scrolls.
348,Inline Poll Widget,One‑question poll embedded in article with vote counts appearing instantly.
350,Article Series Nav Banner,Banner at top linking to previous and next posts in a series.
351,Related Articles Card Row,Three mini cards under an article suggesting further reading.
352,Trending Tags Marquee,Horizontal scroll of popular topic tags that loops continuously.
353,Interactive Bar Race Chart,Animated bars racing to the right to show changing rankings over time.
354,Circular Packing Chart,Nested circles sized by value—great for visualizing group hierarchies.
355,Sunburst Partition Chart,Radial treemap displaying data layers like a multi‑level pie chart.
356,Chord Diagram,Circular diagram showing connections between categories with flowing arcs.
357,Heatmap Calendar (Year View),Tiny squares for each day of the year shaded by activity.
358,Leaflet Map with Popups,Interactive map where clicking a marker opens a small info card.
359,Pan & Zoom Image Viewer,Lets users zoom into high‑resolution images and move around.
360,Interactive Panorama Viewer,Allows dragging to look around a 360° photo.
361,Lazy‑Load YouTube Embed,Replaces heavy iframe with an image until the play button is clicked.
362,Auto‑Generated Audio Waveform,Generates a waveform graphic for any uploaded audio file.
363,Picture‑in‑Picture Video,Small floating video window stays visible while users scroll elsewhere.
